Name,ChEMBL_ID,SMILES,MolWt,cLogP,TPSA,HBD,HBA,Fsp3,RotBnds,RingCount,ROMol
CHEMBL284348,CHEMBL284348,Nc1ccncc1,94.053098192,0.6638000000000001,38.91,1.0,2.0,0.0,0.0,1.0,<rdkit.Chem.rdchem.Mol object at 0x7a0826951540>
